"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","SHELBY","149","","","00000000","","CHERRIES","CHERRIES, TART - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","SHELBY","149","","","00000000","","PAWPAWS","PAWPAWS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","SHELBY","149","","","00000000","","PLUMS","PLUMS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","SHELBY","149","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","2","49.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","21","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","5","83.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","3","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED","3","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","CHERRIES","CHERRIES, TART - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEACHES","PEACHES, CLINGSTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","2","66.3"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","RASPBERRIES","RASPBERRIES, RED - ACRES BEARING","TOTAL","NOT SPECIFIED","2","91.6"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","1","49.9"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","182","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","4","83.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","NECTARINES","NECTARINES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","PLUMS","PLUMS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","RASPBERRIES","RASPBERRIES, (EXCL BLACK & RED) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","RASPBERRIES","RASPBERRIES, RED - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAYETTE","047","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAYETTE","047","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAYETTE","047","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAYETTE","047","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","17","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","4","83.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","CURRANTS","CURRANTS - ACRES BEARING","TOTAL","NOT SPECIFIED","1","67.0"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","ELDERBERRIES","ELDERBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (Z)","17.2"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","PLUMS","PLUMS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","4","66.3"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","RASPBERRIES","RASPBERRIES, (EXCL BLACK & RED) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (Z)","(H)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","RASPBERRIES","RASPBERRIES, BLACK - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","RASPBERRIES","RASPBERRIES, RED - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","95","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","CHERRIES","CHERRIES, TART - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","CURRANTS","CURRANTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","RASPBERRIES","RASPBERRIES, (EXCL BLACK & RED) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","RASPBERRIES","RASPBERRIES, BLACK - ACRES BEARING","TOTAL","NOT SPECIFIED","1","59.2"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","RASPBERRIES","RASPBERRIES, RED - ACRES BEARING","TOTAL","NOT SPECIFIED","2","91.6"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","7","49.9"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","TREE NUT TOTALS","TREE NUT TOTALS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","189","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","ARONIA BERRIES","ARONIA BERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","7","83.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","6","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED","6","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","CURRANTS","CURRANTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","ELDERBERRIES","ELDERBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED","3","35.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","NECTARINES","NECTARINES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED","106","10.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEACHES","PEACHES, CLINGSTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED","5","71.3"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED","5","92.8"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED","1","57.9"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PERSIMMONS","PERSIMMONS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PLUMS","PLUMS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","PRUNES","PRUNES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","7","66.3"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","RASPBERRIES","RASPBERRIES, (EXCL BLACK & RED) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","RASPBERRIES","RASPBERRIES, BLACK - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","RASPBERRIES","RASPBERRIES, RED - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","TREE NUT TOTALS","TREE NUT TOTALS - ACRES BEARING","TOTAL","NOT SPECIFIED","5","11.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","13","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","CHERRIES","CHERRIES, SWEET - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED","1","35.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","PEARS","PEARS, BARTLETT - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","PRUNES","PRUNES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","TREE NUT TOTALS","TREE NUT TOTALS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (Z)","11.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED","45","18.4"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","APRICOTS","APRICOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","1","83.7"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","10","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED","10","49.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","CHERRIES","CHERRIES, TART - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","ELDERBERRIES","ELDERBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","PEACHES","PEACHES, FREESTONE - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","PEARS","PEARS, (EXCL BARTLETT) - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","PLUMS","PLUMS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
