"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","ASHLAND","005","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","133,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","CRAWFORD","033","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","75,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","ERIE","043","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,524,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","HURON","077","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","LORAIN","093","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,468,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","OTTAWA","123","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","707,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","RICHLAND","139","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","SANDUSKY","143","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,143,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","SENECA","147","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","62,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","WYANDOT","175","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","29,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","ASHTABULA","007","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,930,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","COLUMBIANA","029","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,108,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","CUYAHOGA","035","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","106,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","GEAUGA","055","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,056,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","LAKE","085","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","691,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","MAHONING","099","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,206,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","MEDINA","103","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","649,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","PORTAGE","133","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","834,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","STARK","151","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,375,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","SUMMIT","153","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","521,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","TRUMBULL","155","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","540,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","WAYNE","169","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","4,417,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","ALLEN","003","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","DEFIANCE","039","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","FULTON","051","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","HANCOCK","063","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","HENRY","069","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","LUCAS","095","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","PAULDING","125","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","PUTNAM","137","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","VAN WERT","161","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","45,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","WILLIAMS","171","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","194,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","NORTHWEST","10","WOOD","173","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","ADAMS","001","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","BROWN","015","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","289,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","GALLIA","053","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","97,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","HIGHLAND","071","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","194,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","JACKSON","079","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","194,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","LAWRENCE","087","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","78,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","PIKE","131","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTH CENTRAL","80","SCIOTO","145","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","296,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","ATHENS","009","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","GUERNSEY","059","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","101,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","HOCKING","073","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","374,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","MEIGS","105","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","MONROE","111","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","MORGAN","115","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","123,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","MUSKINGUM","119","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","482,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","NOBLE","121","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","PERRY","127","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","28,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","VINTON","163","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHEAST","90","WASHINGTON","167","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","BUTLER","017","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","64,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","CLERMONT","025","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","136,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","CLINTON","027","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","GREENE","057","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","HAMILTON","061","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","MONTGOMERY","113","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","273,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","PREBLE","135","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","SOUTHWEST","70","WARREN","165","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","429,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","AUGLAIZE","011","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","CHAMPAIGN","021","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","CLARK","023","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","91,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","DARKE","037","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","258,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","HARDIN","065","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","31,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","LOGAN","091","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","MERCER","107","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","130,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","MIAMI","109","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","102,000","14.1"
"CENSUS","2017","YEAR","","COUNTY","OHIO","39","WEST CENTRAL","40","SHELBY","149","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","DELAWARE","041","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","127,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAIRFIELD","045","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","392,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FAYETTE","047","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","FRANKLIN","049","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","166,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","KNOX","083","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,274,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","LICKING","089","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,846,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MADISON","097","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","22,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MARION","101","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","104,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","MORROW","117","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","PICKAWAY","129","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","188,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","ROSS","141","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","307,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","CENTRAL","50","UNION","159","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","146,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","BELMONT","013","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","CARROLL","019","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","154,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","COSHOCTON","031","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","80,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","HARRISON","067","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","HOLMES","075","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","885,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","JEFFERSON","081","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","37,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","EAST CENTRAL","60","TUSCARAWAS","157","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","111,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","ASHLAND","005","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","295,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","CRAWFORD","033","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","10,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","ERIE","043","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","HURON","077","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","LORAIN","093","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","992,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","OTTAWA","123","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","RICHLAND","139","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","SANDUSKY","143","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,263,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTH CENTRAL","20","SENECA","147","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","ASHTABULA","007","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,008,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","COLUMBIANA","029","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","CUYAHOGA","035","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","74,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","GEAUGA","055","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","565,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","LAKE","085","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","735,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","MAHONING","099","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,297,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","MEDINA","103","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","672,000","16.2"
"CENSUS","2012","YEAR","","COUNTY","OHIO","39","NORTHEAST","30","PORTAGE","133","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","759,000","16.2"
